geneid	geneidv1	geneidv2	geneidv3	geneidv4	geneidv5
NCU09196	NCU09196.1	NCU09196.2	NCU09196.3	NCU09196.4	NCU09196.5
NCU09197	NCU09197.1	NCU09197.2	NCU09197.3	NCU09197.4	NCU09197.5
NCU09198	NCU09198.1	NCU09198.2	NCU09198.3	NCU09198.4	NCU09198.5
NCU09199	NCU09199.1	NCU09199.2	NCU09199.3	NCU09199.4	NCU09199.5
NCU09200	NCU09200.1	NCU09200.2	NCU09200.3	NCU09200.4	NCU09200.5
NCU09201	NCU09201.1	NCU09201.2	NCU09201.3	NCU09201.4	NCU09201.5
NCU09202	NCU09202.1	NCU09202.2	NCU09202.3	NCU09202.4	NCU09202.5
NCU09203	NCU09203.1	NCU09203.2	NCU09203.3	NCU09203.4	NCU09203.5
NCU09204	NCU09204.1	NCU09204.2	NCU09204.3	NCU09204.4	NCU09204.5
NCU09205	NCU09205.1	NCU09205.2	NCU09205.3	NCU09205.4	NCU09205.5
NCU09206	NCU09206.1	NCU09206.2	NCU09206.3	NCU09206.4	NCU09206.5
NCU09207	NCU09207.1	NCU09207.2	NCU09207.3	NCU09207.4	NCU09207.5
NCU09208	NCU09208.1	NCU09208.2	NCU09208.3	NCU09208.4	NCU09208.5
NCU09209	NCU09209.1	NCU09209.2	NCU09209.3	NCU09209.4	NCU09209.5
NCU09210	NCU09210.1	NCU09210.2	NCU09210.3	NCU09210.4	NCU09210.5
NCU09211	NCU09211.1	NCU09211.2	NCU09211.3	NCU09211.4	NCU09211.5
NCU09212	NCU09212.1	NCU09212.2	NCU09212.3	NCU09212.4	NCU09212.5
NCU09213	NCU09213.1	NCU09213.2	NCU09213.3	NCU09213.4	NCU09213.5
NCU09214	NCU09214.1	NCU09214.2	NCU09214.3	NCU09214.4	NCU09214.5
NCU09215	NCU09215.1	NCU09215.2	NCU09215.3	NCU09215.4	NCU09215.5
NCU09216	NCU09216.1	NCU09216.2	NCU09216.3	NCU09216.4	NCU09216.5
NCU09217	NCU09217.1	NCU09217.2	NCU09217.3	NCU09217.4	NCU09217.5
NCU09218	NCU09218.1	NCU09218.2	NCU09218.3	NCU09218.4	NCU09218.5
NCU09219	NCU09219.1	NCU09219.2	NCU09219.3	NCU09219.4	NCU09219.5
NCU09220	NCU09220.1	NCU09220.2	NCU09220.3	NCU09220.4	NCU09220.5
NCU09221	NCU09221.1	NCU09221.2	NCU09221.3	NCU09221.4	NCU09221.5
NCU09222	NCU09222.1	NCU09222.2	NCU09222.3	NCU09222.4	NCU09222.5
NCU09223	NCU09223.1	NCU09223.2	NCU09223.3	NCU09223.4	NCU09223.5
NCU09224	NCU09224.1	NCU09224.2	NCU09224.3	NCU09224.4	NCU09224.5
NCU09225	NCU09225.1	NCU09225.2	NCU09225.3	NCU09225.4	NCU09225.5
NCU09226	NCU09226.1	NCU09226.2	NCU09226.3	NCU09226.4	NCU09226.5
NCU09227	NCU09227.1	NCU09227.2	NCU09227.3	NCU09227.4	NCU09227.5
NCU09228	NCU09228.1	NCU09228.2	NCU09228.3	NCU09228.4	NCU09228.5
NCU09230	NCU09230.1	NCU09230.2	NCU09230.3	NCU09230.4	NCU09230.5
NCU09231	NCU09231.1	NCU09231.2	NCU09231.3	NCU09231.4	NCU09231.5
NCU09232	NCU09232.1	NCU09232.2	NCU09232.3	NCU09232.4	NCU09232.5
NCU09233	NCU09233.1	NCU09233.2	NCU09233.3	NCU09233.4	NCU09233.5
NCU09235	NCU09235.1	NCU10997.2	NCU10997.3	NCU10997.4	NCU09235.5
NCU09236	NCU09236.1	NCU09236.2	NCU09236.3	NCU09236.4	NCU09236.5
NCU09237	NCU09237.1	NCU09237.2	NCU09237.3	NCU09237.4	NCU09237.5
NCU09238	NCU09238.1	NCU09238.2	NCU09238.3	NCU09238.4	NCU09238.5
NCU09239	NCU09239.1	NCU09239.2	NCU09239.3	NCU09239.4	NCU09239.5
NCU09240	NCU09240.1	NCU09240.2	NCU09240.3	NCU09240.4	NCU09240.5
NCU09241	NCU09241.1	NCU09241.2	NCU09241.3	NCU09241.4	NCU09241.5
NCU09242	NCU09242.1	NCU09242.2	NCU09242.3	NCU09242.4	NCU09242.5
NCU09243	NCU09243.1	NCU09243.2	NCU09243.3	NCU09243.4	NCU09243.5
NCU09244	NCU09244.1	NCU09244.2	NCU09244.3	NCU09244.4	NCU09244.5
NCU09245	NCU09245.1	NCU09245.2	NCU09245.3	NCU09245.4	NCU09245.5
NCU09247	NCU09247.1	NCU09247.2	NCU09247.3	NCU09247.4	NCU09247.5
NCU09248	NCU09248.1	NCU09248.2	NCU09248.3	NCU09248.4	NCU09248.5
NCU09249	NCU09249.1	NCU09249.2	NCU09249.3	NCU09249.4	NCU09249.5
NCU09250	NCU09250.1	NCU09250.2	NCU09250.3	NCU09250.4	NCU09250.5
NCU09251	NCU09251.1	NCU09251.2	NCU09251.3	NCU09251.4	NCU09251.5
NCU09252	NCU09252.1	NCU09252.2	NCU09252.3	NCU09252.4	NCU09252.5
NCU09253	NCU09253.1	NCU09253.2	NCU09253.3	NCU09253.4	NCU09253.5
NCU09254	NCU09254.1	NCU09254.2	NCU09254.3	NCU09254.4	NCU09254.5
NCU09255	NCU09255.1	NCU09255.2	NCU09255.3	NCU09255.4	NCU09255.5
NCU09256	NCU09256.1	NCU09256.2	NCU09256.3	NCU11591.4	NCU09256.5
NCU09257	NCU09257.1	NCU09257.2	NCU09257.3	NCU11590.4	NCU09257.5
NCU09258	NCU09258.1	NCU09258.2	NCU09258.3	NCU09258.4	NCU09258.5
NCU09259	NCU09259.1	NCU09259.2	NCU09259.3	NCU09259.4	NCU09259.5
NCU09260	NCU09260.1	NCU09260.2	NCU09260.3	NCU09260.4	NCU09260.5
NCU09261	NCU09261.1	NCU09261.2	NCU09261.3	NCU09261.4	NCU09261.5
NCU09262	NCU09262.1	NCU09262.2	NCU09262.3	NCU09262.4	NCU09262.5
NCU09263	NCU09263.1	NCU09263.2	NCU09263.3	NCU09263.4	NCU09263.5
NCU09264	NCU09264.1	NCU09264.2	NCU09264.3	NCU09264.4	NCU09264.5
NCU09265	NCU09265.1	NCU09265.2	NCU09265.3	NCU09265.4	NCU09265.5
NCU09266	NCU09266.1	NCU09266.2	NCU09266.3	NCU09266.4	NCU09266.5
NCU09267	NCU09267.1	NCU09267.2	NCU09267.3	NCU09267.4	NCU09267.5
NCU09268	NCU09268.1	NCU09268.2	NCU09268.3	NCU09268.4	NCU09268.5
NCU09269	NCU09269.1	NCU09269.2	NCU09269.3	NCU09269.4	NCU09269.5
NCU09270	NCU09270.1	NCU09270.2	NCU09270.3	NCU09270.4	NCU09270.5
NCU09271	NCU09271.1	NCU09271.2	NCU09271.3	NCU09271.4	NCU09271.5
NCU09272	NCU09272.1	NCU09272.2	NCU09272.3	NCU09272.4	NCU09272.5
NCU09273	NCU09273.1	NCU09273.2	NCU09273.3	NCU09273.4	NCU09273.5
NCU09274	NCU09274.1	NCU09274.2	NCU09274.3	NCU09274.4	NCU09274.5
NCU09275	NCU09275.1	NCU09275.2	NCU09275.3	NCU09275.4	NCU09275.5
NCU09276	NCU09276.1	NCU09276.2	NCU09276.3	NCU09276.4	NCU09276.5
NCU09277	NCU09277.1	NCU09277.2	NCU09277.3	NCU09277.4	NCU09277.5
NCU09278	NCU09278.1	NCU09278.2	NCU09278.3	NCU09278.4	NCU09278.5
NCU09279	NCU09279.1	NCU09279.2	NCU09279.3	NCU09279.4	NCU09279.5
NCU09280	NCU09280.1	NCU09280.2	NCU09280.3	NCU09280.4	NCU09280.5
NCU09281	NCU09281.1	NCU09281.2	NCU09281.3	NCU09281.4	NCU09281.5
NCU09282	NCU09282.1	NCU09282.2	NCU09282.3	NCU09282.4	NCU09282.5
NCU09283	NCU09283.1	NCU09283.2	NCU09283.3	NCU09283.4	NCU09283.5
NCU09284	NCU09284.1	NCU09284.2	NCU09284.3	NCU09284.4	NCU09284.5
NCU09285	NCU09285.1	NCU09285.2	NCU09285.3	NCU09285.4	NCU09285.5
NCU09287	NCU09287.1	NCU09287.2	NCU09287.3	NCU09287.4	NCU09287.5
NCU09288	NCU09288.1	NCU09288.2	NCU09288.3	NCU09288.4	NCU09288.5
NCU09289	NCU09289.1	NCU09289.2	NCU09289.3	NCU09289.4	NCU09289.5
NCU09290	NCU09290.1	NCU09290.2	NCU09290.3	NCU09290.4	NCU09290.5
NCU09291	NCU09291.1	NCU09291.2	NCU09291.3	NCU09291.4	NCU09291.5
NCU09293	NCU09293.1	NCU09293.2	NCU09293.3	NCU09293.4	NCU09293.5
NCU09294	NCU09294.1	NCU09294.2	NCU09294.3	NCU09294.4	NCU09294.5
NCU09295	NCU09295.1	NCU09295.2	NCU09295.3	NCU09295.4	NCU09295.5
NCU09296	NCU09296.1	NCU09296.2	NCU09296.3	NCU09296.4	NCU09296.5
NCU09297	NCU09297.1	NCU09297.2	NCU09297.3	NCU09297.4	NCU09297.5
NCU09299	NCU09299.1	NCU09299.2	NCU09299.3	NCU09299.4	NCU09299.5
NCU09300	NCU09300.1	NCU10880.2	NCU11408.3	NCU11408.4	NCU09300.5
NCU09301	NCU09301.1	NCU10880.2	NCU11407.3	NCU12096.4	NCU09301.5
NCU09301	NCU09301.1	NCU10880.2	NCU11419.3	NCU12096.4	NCU09301.5
NCU09302	NCU09302.1	NA	NCU11420.3	NCU11420.4	NCU09302.5
NCU09303	NCU09303.1	NA	NCU11421.3	NCU11421.4	NCU09303.5
NCU09304	NCU09304.1	NA	NCU11422.3	NCU11422.4	NCU09304.5
NCU09305	NCU09305.1	NA	NCU11423.3	NCU11423.4	NCU09305.5
NCU09306	NCU09306.1	NCU09306.2	NCU09306.3	NCU09306.4	NCU09306.5
NCU09307	NCU09307.1	NCU09307.2	NCU09307.3	NCU09307.4	NCU09307.5
NCU09308	NCU09308.1	NCU09308.2	NCU09308.3	NCU09308.4	NCU09308.5
NCU09309	NCU09309.1	NCU09309.2	NCU09309.3	NCU09309.4	NCU09309.5
NCU09310	NCU09310.1	NCU09310.2	NCU09310.3	NCU09310.4	NCU09310.5
NCU09311	NCU09311.1	NCU09311.2	NCU09311.3	NCU09311.4	NCU09311.5
NCU09312	NCU09312.1	NCU09312.2	NCU09312.3	NCU09312.4	NCU09312.5
NCU09313	NCU09313.1	NCU09313.2	NCU09313.3	NCU09313.4	NCU09313.5
NCU09314	NCU09314.1	NCU09314.2	NCU09314.3	NCU09314.4	NCU09314.5
NCU09315	NCU09315.1	NCU09315.2	NCU09315.3	NCU09315.4	NCU09315.5
NCU09316	NCU09316.1	NCU09316.2	NCU09316.3	NCU09316.4	NCU09316.5
NCU09317	NCU09317.1	NCU09317.2	NCU09317.3	NCU09317.4	NCU09317.5
NCU09318	NCU09318.1	NCU09318.2	NCU09318.3	NCU09318.4	NCU09318.5
NCU09319	NCU09319.1	NCU09319.2	NCU09319.3	NCU09319.4	NCU09319.5
NCU09320	NCU09320.1	NCU09320.2	NCU09320.3	NCU09320.4	NCU09320.5
NCU09321	NCU09321.1	NCU09321.2	NCU09321.3	NCU09321.4	NCU09321.5
NCU09322	NCU09322.1	NCU09322.2	NCU09322.3	NCU09322.4	NCU09322.5
NCU09323	NCU09323.1	NCU09323.2	NCU09323.3	NCU09323.4	NCU09323.5
NCU09324	NCU09324.1	NCU09324.2	NCU09324.3	NCU09324.4	NCU09324.5
NCU09325	NCU09325.1	NCU09325.2	NCU09325.3	NCU09325.4	NCU09325.5
NCU09326	NCU09326.1	NCU09326.2	NCU09326.3	NCU09326.4	NCU09326.5
NCU09327	NCU09327.1	NCU09327.2	NCU09327.3	NCU09327.4	NCU09327.5
NCU09328	NCU09328.1	NCU09328.2	NCU09328.3	NCU09328.4	NCU09328.5
NCU09329	NCU09329.1	NCU09329.2	NCU09329.3	NCU09329.4	NCU09329.5
NCU09330	NCU09330.1	NCU09330.2	NCU09330.3	NCU09330.4	NCU09330.5
NCU09331	NCU09331.1	NCU09331.2	NCU09331.3	NCU09331.4	NCU09331.5
NCU09332	NCU09332.1	NCU09332.2	NCU09332.3	NCU09332.4	NCU09332.5
NCU09333	NCU09333.1	NCU09333.2	NCU09333.3	NCU09333.4	NCU09333.5
NCU09335	NCU09335.1	NCU09335.2	NCU09335.3	NCU09335.4	NCU09335.5
NCU09336	NCU09336.1	NCU09336.2	NCU09336.3	NCU09336.4	NCU09336.5
NCU09337	NCU09337.1	NCU09337.2	NCU09337.3	NCU09337.4	NCU09337.5
NCU09338	NCU09338.1	NCU09338.2	NCU09338.3	NCU09338.4	NCU09338.5
NCU09339	NCU09339.1	NCU09339.2	NCU09339.3	NCU09339.4	NCU09339.5
NCU09342	NCU09342.1	NCU09342.2	NCU09342.3	NCU09342.4	NCU09342.5
NCU09343	NCU09343.1	NCU09343.2	NCU09343.3	NCU09343.4	NCU09343.5
NCU09344	NCU09344.1	NCU09344.2	NCU09344.3	NCU09344.4	NCU09344.5
NCU09345	NCU09345.1	NCU09345.2	NCU09345.3	NCU09345.4	NCU09345.5
NCU09347	NCU09347.1	NCU09347.2	NCU09347.3	NCU09347.4	NCU09347.5
NCU09348	NCU09348.1	NCU09348.2	NCU09348.3	NCU09348.4	NCU09348.5
NCU09349	NCU09349.1	NCU09349.2	NCU09349.3	NCU09349.4	NCU09349.5
NCU09350	NCU09350.1	NCU09350.2	NCU09350.3	NCU09350.4	NCU09350.5
NCU09351	NCU09351.1	NCU09351.2	NCU09351.3	NCU09351.4	NCU09351.5
NCU09352	NCU09352.1	NCU09352.2	NCU09352.3	NCU09352.4	NCU09352.5
NCU09354	NCU09354.1	NCU09354.2	NCU09354.3	NCU09354.4	NCU09354.5
NCU09355	NCU09355.1	NCU09355.2	NCU09355.3	NCU09355.4	NCU09355.5
NCU09356	NCU09356.1	NCU09356.2	NCU09356.3	NCU09356.4	NCU09356.5
NCU09357	NCU09357.1	NCU09357.2	NCU09357.3	NCU09357.4	NCU09357.5
NCU09358	NCU09358.1	NCU09358.2	NCU09358.3	NCU09358.4	NCU09358.5
NCU09360	NCU09360.1	NCU09360.2	NCU09360.3	NCU09360.4	NCU09360.5
NCU09362	NCU09362.1	NCU09362.2	NCU09362.3	NCU09362.4	NCU09362.5
NCU09363	NCU09363.1	NCU09363.2	NCU09363.3	NCU09363.4	NCU09363.5
NCU09364	NCU09364.1	NCU09364.2	NCU09364.3	NCU09364.4	NCU09364.5
NCU09365	NCU09365.1	NCU09365.2	NCU09365.3	NCU09365.4	NCU09365.5
NCU09366	NCU09366.1	NCU09366.2	NCU09366.3	NCU09366.4	NCU09366.5
NCU09367	NCU09367.1	NCU09367.2	NCU09367.3	NCU09367.4	NCU09367.5
NCU09368	NCU09368.1	NCU09368.2	NCU09368.3	NCU09368.4	NCU09368.5
NCU09370	NCU09370.1	NCU09370.2	NCU09370.3	NCU09370.4	NCU09370.5
NCU09371	NCU09371.1	NCU09371.2	NCU09371.3	NCU09371.4	NCU09371.5
NCU09372	NCU09372.1	NCU09372.2	NCU09372.3	NCU09372.4	NCU09372.5
NCU09373	NCU09373.1	NCU09373.2	NCU09373.3	NCU09373.4	NCU09373.5
NCU09374	NCU09374.1	NCU09374.2	NCU09374.3	NCU09374.4	NCU09374.5
NCU09375	NCU09375.1	NCU09375.2	NCU09375.3	NCU09375.4	NCU09375.5
NCU09376	NCU09376.1	NCU09376.2	NCU09376.3	NCU09376.4	NCU09376.5
NCU09377	NCU09377.1	NCU09377.2	NCU09377.3	NCU09377.4	NCU09377.5
NCU09378	NCU09378.1	NCU09378.2	NCU09378.3	NCU09378.4	NCU09378.5
NCU09379	NCU09379.1	NCU09379.2	NCU09379.3	NCU09379.4	NCU09379.5
NCU09380	NCU09380.1	NCU09380.2	NCU09380.3	NCU09380.4	NCU09380.5
NCU09381	NCU09381.1	NCU09381.2	NCU09381.3	NCU09381.4	NCU09381.5
NCU09382	NCU09382.1	NCU09382.2	NCU09382.3	NCU09382.4	NCU09382.5
NCU09383	NCU09383.1	NCU09383.2	NCU09383.3	NCU09383.4	NCU09383.5
NCU09384	NCU09384.1	NCU09384.2	NCU09384.3	NCU09384.4	NCU09384.5
NCU09386	NCU09386.1	NCU09386.2	NCU09386.3	NCU09386.4	NCU09386.5
NCU09387	NCU09387.1	NCU09387.2	NCU09387.3	NCU09387.4	NCU09387.5
NCU09388	NCU09388.1	NCU09388.2	NCU09388.3	NCU09388.4	NCU09388.5
NCU09389	NCU09389.1	NCU09389.2	NCU09389.3	NCU09389.4	NCU09389.5
NCU09390	NCU09390.1	NCU09390.2	NCU09390.3	NCU09390.4	NCU09390.5
NCU09391	NCU09391.1	NCU09391.2	NCU09391.3	NCU09391.4	NCU09391.5
NCU09393	NCU09393.1	NCU09393.2	NCU09393.3	NCU09393.4	NCU09393.5
NCU09394	NCU09394.1	NCU09394.2	NCU09394.3	NCU09394.4	NCU09394.5
NCU09395	NCU09395.1	NCU09395.2	NCU09395.3	NCU09395.4	NCU09395.5
NCU09396	NCU09396.1	NCU09396.2	NCU09396.3	NCU09396.4	NCU09396.5
NCU09400	NCU09400.1	NCU09400.2	NCU09400.3	NCU09400.4	NCU09400.5
NCU09401	NCU09401.1	NCU09401.2	NCU09401.3	NCU09401.4	NCU09401.5
NCU09402	NCU09402.1	NCU09402.2	NCU09402.3	NCU09402.4	NCU09402.5
NCU09403	NCU09403.1	NCU09403.2	NCU09403.3	NCU09403.4	NCU09403.5
NCU09404	NCU09404.1	NCU09404.2	NCU09404.3	NCU09404.4	NCU09404.5
NCU09406	NCU09406.1	NCU09406.2	NCU09406.3	NCU09406.4	NCU09406.5
NCU09407	NCU09407.1	NCU09407.2	NCU09407.3	NCU09407.4	NCU09407.5
NCU09408	NCU09408.1	NCU09408.2	NCU09408.3	NCU09408.4	NCU09408.5
NCU09409	NCU09409.1	NCU09409.2	NCU09409.3	NCU09409.4	NCU09409.5
NCU09410	NCU09410.1	NCU09410.2	NCU09410.3	NCU09410.4	NCU09410.5
NCU09411	NCU09411.1	NCU09411.2	NCU09411.3	NCU09411.4	NCU09411.5
NCU09412	NCU09412.1	NCU09412.2	NCU09412.3	NCU09412.4	NCU09412.5
NCU09413	NCU09413.1	NCU09413.2	NCU09413.3	NCU09413.4	NCU09413.5
NCU09415	NCU09415.1	NCU09415.2	NCU09415.3	NCU09415.4	NCU09415.5
NCU09416	NCU09416.1	NCU09416.2	NCU09416.3	NCU09416.4	NCU09416.5
NCU09418	NCU09418.1	NCU09418.2	NCU09418.3	NCU09418.4	NCU09418.5
NCU09419	NCU09419.1	NCU09419.2	NCU09419.3	NCU09419.4	NCU09419.5
NCU09420	NCU09420.1	NCU09420.2	NCU09420.3	NCU09420.4	NCU09420.5
NCU09421	NCU09421.1	NCU09421.2	NCU09421.3	NCU09421.4	NCU09421.5
NCU09422	NCU09422.1	NCU09422.2	NCU09422.3	NCU09422.4	NCU09422.5
NCU09423	NCU09423.1	NCU09423.2	NCU09423.3	NCU09423.4	NCU09423.5
NCU09424	NCU09424.1	NCU09424.2	NCU09424.3	NCU09424.4	NCU09424.5
NCU09425	NCU09425.1	NCU09425.2	NCU09425.3	NCU09425.4	NCU09425.5
NCU09426	NCU09426.1	NCU09426.2	NCU09426.3	NCU09426.4	NCU09426.5
NCU09427	NCU09427.1	NCU09427.2	NCU09427.3	NCU09427.4	NCU09427.5
NCU09428	NCU09428.1	NCU09428.2	NCU09428.3	NCU09428.4	NCU09428.5
NCU09429	NCU09429.1	NCU09429.2	NCU09429.3	NCU09429.4	NCU09429.5
NCU09430	NCU09430.1	NCU09430.2	NCU09430.3	NCU09430.4	NCU09430.5
NCU09431	NCU09431.1	NCU09431.2	NCU09431.3	NCU09431.4	NCU09431.5
NCU09432	NCU09432.1	NCU09432.2	NCU09432.3	NCU09432.4	NCU09432.5
NCU09433	NCU09433.1	NCU09433.2	NCU09433.3	NCU09433.4	NCU09433.5
NCU09434	NCU09434.1	NCU09434.2	NCU09434.3	NCU09434.4	NCU09434.5
NCU09435	NCU09435.1	NCU09435.2	NCU09435.3	NCU09435.4	NCU09435.5
NCU09436	NCU09436.1	NCU09436.2	NCU09436.3	NCU09436.4	NCU09436.5
NCU09437	NCU09437.1	NCU09437.2	NCU09437.3	NCU09437.4	NCU09437.5
NCU09438	NCU09438.1	NCU09438.2	NCU09438.3	NCU09438.4	NCU09438.5
NCU09439	NCU09439.1	NCU09439.2	NCU09439.3	NCU09439.4	NCU09439.5
NCU09440	NCU09440.1	NCU10958.2	NCU10958.3	NCU12090.4	NCU09440.5
NCU09441	NCU09441.1	NCU10958.2	NCU10958.3	NCU12089.4	NCU09441.5
NCU09442	NCU09442.1	NCU09442.2	NCU09442.3	NCU09442.4	NCU09442.5
NCU09443	NCU09443.1	NCU09443.2	NCU09443.3	NCU09443.4	NCU09443.5
NCU09444	NCU09444.1	NCU09444.2	NCU09444.3	NCU09444.4	NCU09444.5
NCU09445	NCU09445.1	NCU09445.2	NCU09445.3	NCU09445.4	NCU09445.5
NCU09447	NCU09447.1	NCU09447.2	NCU09447.3	NCU09447.4	NCU09447.5
NCU09448	NCU09448.1	NCU09448.2	NCU09448.3	NCU09448.4	NCU09448.5
NCU09449	NCU09449.1	NCU09449.2	NCU09449.3	NCU09449.4	NCU09449.5
NCU09450	NCU09450.1	NCU09450.2	NCU09450.3	NCU09450.4	NCU09450.5
NCU09451	NCU09451.1	NCU09451.2	NCU09451.3	NCU09451.4	NCU09451.5
NCU09452	NCU09452.1	NCU09452.2	NCU09452.3	NCU09452.4	NCU09452.5
NCU09453	NCU09453.1	NCU09453.2	NCU09453.3	NCU09453.4	NCU09453.5
NCU09455	NCU09455.1	NCU09455.2	NCU09455.3	NCU09455.4	NCU09455.5
NCU09456	NCU09456.1	NCU09456.2	NCU09456.3	NCU09456.4	NCU09456.5
NCU09458	NCU09458.1	NCU10945.2	NCU10945.3	NCU10945.4	NCU09458.5
NCU09459	NCU09459.1	NCU09459.2	NCU09459.3	NCU09459.4	NCU09459.5
NCU09460	NCU09460.1	NCU09460.2	NCU09460.3	NCU09460.4	NCU09460.5
NCU09461	NCU09461.1	NCU09461.2	NCU09461.3	NCU09461.4	NCU09461.5
NCU09462	NCU09462.1	NCU09462.2	NCU09462.3	NCU09462.4	NCU09462.5
NCU09463	NCU09463.1	NCU09463.2	NCU09463.3	NCU09463.4	NCU09463.5
NCU09464	NCU09464.1	NCU09464.2	NCU09464.3	NCU09464.4	NCU09464.5
NCU09465	NCU09465.1	NCU09465.2	NCU09465.3	NCU09465.4	NCU09465.5
NCU09466	NCU09466.1	NCU09466.2	NCU09466.3	NCU09466.4	NCU09466.5
NCU09467	NCU09467.1	NCU09467.2	NCU09467.3	NCU09467.4	NCU09467.5
NCU09468	NCU09468.1	NCU09468.2	NCU09468.3	NCU09468.4	NCU09468.5
NCU09469	NCU09469.1	NCU09469.2	NCU09469.3	NCU09469.4	NCU09469.5
NCU09470	NCU09470.1	NCU09470.2	NCU09470.3	NCU09470.4	NCU09470.5
NCU09471	NCU09471.1	NCU09471.2	NCU09471.3	NCU09471.4	NCU09471.5
NCU09472	NCU09472.1	NCU09472.2	NCU09472.3	NCU09472.4	NCU09472.5
NCU09473	NCU09473.1	NCU09473.2	NCU09473.3	NCU09473.4	NCU09473.5
NCU09474	NCU09474.1	NCU09474.2	NCU09474.3	NCU09474.4	NCU09474.5
NCU09475	NCU09475.1	NCU09475.2	NCU09475.3	NCU09475.4	NCU09475.5
NCU09476	NCU09476.1	NCU09476.2	NCU09476.3	NCU09476.4	NCU09476.5
NCU09477	NCU09477.1	NCU09477.2	NCU09477.3	NCU09477.4	NCU09477.5
NCU09478	NCU09478.1	NCU09478.2	NCU09478.3	NCU09478.4	NCU09478.5
NCU09479	NCU09479.1	NCU09479.2	NCU09479.3	NCU09479.4	NCU09479.5
NCU09480	NCU09480.1	NCU09480.2	NCU09480.3	NCU09480.4	NCU09480.5
NCU09481	NCU09481.1	NCU09481.2	NCU09481.3	NCU09481.4	NCU09481.5
NCU09482	NCU09482.1	NCU09482.2	NCU09482.3	NCU09482.4	NCU09482.5
NCU09483	NCU09483.1	NCU09483.2	NCU09483.3	NCU09483.4	NCU09483.5
NCU09484	NCU09484.1	NCU09484.2	NCU09484.3	NCU09484.4	NCU09484.5
NCU09485	NCU09485.1	NCU09485.2	NCU09485.3	NCU09485.4	NCU09485.5
NCU09486	NCU09486.1	NCU09486.2	NCU09486.3	NCU09486.4	NCU09486.5
NCU09487	NCU09487.1	NCU09487.2	NCU09487.3	NCU09487.4	NCU09487.5
NCU09488	NCU09488.1	NCU09488.2	NCU09488.3	NCU09488.4	NCU09488.5
NCU09489	NCU09489.1	NCU09489.2	NCU09489.3	NCU09489.4	NCU09489.5
NCU09490	NCU09490.1	NCU09490.2	NCU09490.3	NCU09490.4	NCU09490.5
NCU09491	NCU09491.1	NCU09491.2	NCU09491.3	NCU09491.4	NCU09491.5
NCU09492	NCU09492.1	NCU09492.2	NCU09492.3	NCU09492.4	NCU09492.5
NCU09494	NCU09494.1	NCU09494.2	NCU09494.3	NCU09494.4	NCU09494.5
NCU09495	NCU09495.1	NCU09495.2	NCU09495.3	NCU09495.4	NCU09495.5
NCU09496	NCU09496.1	NCU09496.2	NCU09496.3	NCU09496.4	NCU09496.5
NCU09497	NCU09497.1	NCU09497.2	NCU09497.3	NCU09497.4	NCU09497.5
NCU09498	NCU09498.1	NCU09498.2	NCU09498.3	NCU09498.4	NCU09498.5
NCU09499	NCU09499.1	NCU09499.2	NCU09499.3	NCU09499.4	NCU09499.5
NCU09500	NCU09500.1	NCU10926.2	NCU10926.3	NCU10926.4	NCU09500.5
NCU09502	NCU09502.1	NCU09502.2	NCU09502.3	NCU09502.4	NCU09502.5
NCU09503	NCU09503.1	NCU09503.2	NCU09503.3	NCU09503.4	NCU09503.5
NCU09504	NCU09504.1	NCU10970.2	NCU10970.3	NCU11829.4	NCU09504.5
NCU09505	NCU09505.1	NCU10970.2	NCU10970.3	NCU11828.4	NCU09505.5
NCU09506	NCU09506.1	NCU09506.2	NCU09506.3	NCU09506.4	NCU09506.5
NCU09508	NCU09508.1	NCU09508.2	NCU09508.3	NCU09508.4	NCU09508.5
NCU09509	NCU09509.1	NCU09509.2	NCU09509.3	NCU09509.4	NCU09509.5
NCU09510	NCU09510.1	NCU09510.2	NCU09510.3	NCU09510.4	NCU09510.5
NCU09511	NCU09511.1	NCU09511.2	NCU09511.3	NCU09511.4	NCU09511.5
NCU09512	NCU09512.1	NCU09512.2	NCU09512.3	NCU09512.4	NCU09512.5
NCU09513	NCU09513.1	NCU09513.2	NCU09513.3	NCU09513.4	NCU09513.5
NCU09514	NCU09514.1	NCU09514.2	NCU09514.3	NCU09514.4	NCU09514.5
NCU09516	NCU09516.1	NCU09516.2	NCU09516.3	NCU09516.4	NCU09516.5
NCU09517	NCU09517.1	NCU09517.2	NCU09517.3	NCU09517.4	NCU09517.5
NCU09518	NCU09518.1	NCU09518.2	NCU09518.3	NCU09518.4	NCU09518.5
NCU09519	NCU09519.1	NCU09519.2	NCU09519.3	NCU09519.4	NCU09519.5
NCU09520	NCU09520.1	NCU09520.2	NCU09520.3	NCU09520.4	NCU09520.5
NCU09521	NCU09521.1	NCU09521.2	NCU09521.3	NCU09521.4	NCU09521.5
NCU09522	NCU09522.1	NCU09522.2	NCU09522.3	NCU09522.4	NCU09522.5
NCU09523	NCU09523.1	NCU09523.2	NCU09523.3	NCU09523.4	NCU09523.5
NCU09524	NCU09524.1	NCU09524.2	NCU09524.3	NCU09524.4	NCU09524.5
NCU09525	NCU09525.1	NCU09525.2	NCU09525.3	NCU09525.4	NCU09525.5
NCU09526	NCU09526.1	NCU09526.2	NCU09526.3	NCU09526.4	NCU09526.5
NCU09527	NCU09527.1	NCU09527.2	NCU09527.3	NCU09527.4	NCU09527.5
